year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,special,candidate,party,writein,candidatevotes,totalvotes,version
1976,"Missouri","MO","29",43,34,"US Senate","statewide","gen","FALSE","Warren E. Hearnes","democrat","FALSE",813571,1914460,"20171011"
1998,"Missouri","MO","29",43,34,"US Senate","Statewide","gen","FALSE","Christopher S. Bond","republican","FALSE",830625,1576857,"20171011"
2016,"Missouri","MO","29",43,34,"US Senate","statewide","gen","FALSE","Steven Wallace","","TRUE",1,2802641,"20171011"
2002,"Missouri","MO","29",43,34,"US Senate","statewide","gen","TRUE","Tamara A. Millay","libertarian","FALSE",18345,1877620,"20171011"
2010,"Missouri","MO","29",43,34,"US Senate","Statewide","gen","FALSE","Jeff Wirick","","TRUE",4,1943899,"20171011"
1986,"Missouri","MO","29",43,34,"US Senate","statewide","gen","FALSE","Harriett Woods","democrat","FALSE",699624,1477327,"20171011"
2010,"Missouri","MO","29",43,34,"US Senate","Statewide","gen","FALSE","Jonathan Dine","libertarian","FALSE",58663,1943899,"20171011"
2010,"Missouri","MO","29",43,34,"US Senate","Statewide","gen","FALSE","Richie L. Wolfe","","TRUE",2,1943899,"20171011"
2000,"Missouri","MO","29",43,34,"US Senate","statewide","gen","FALSE","Grant Samuel Stauffer","libertarian","FALSE",10198,2361586,"20171011"
1982,"Missouri","MO","29",43,34,"US Senate","statewide","gen","FALSE","John C. Danforth","republican","FALSE",784876,1543521,"20171011"
2016,"Missouri","MO","29",43,34,"US Senate","statewide","gen","FALSE","Fred Ryman","constitution","FALSE",25407,2802641,"20171011"
2012,"Missouri","MO","29",43,34,"US Senate","statewide","gen","FALSE","Ted Kimzey","","TRUE",15,2725793,"20171011"
2016,"Missouri","MO","29",43,34,"US Senate","statewide","gen","FALSE","Jason Kander","democrat","FALSE",1300200,2802641,"20171011"
2016,"Missouri","MO","29",43,34,"US Senate","statewide","gen","FALSE","Gina Bufe","","TRUE",21,2802641,"20171011"
1976,"Missouri","MO","29",43,34,"US Senate","statewide","gen","FALSE","Lawrene (Red) Petty","independent","FALSE",10822,1914460,"20171011"
1988,"Missouri","MO","29",43,34,"US Senate","statewide","gen","FALSE","","","TRUE",4,2078875,"20171011"
2012,"Missouri","MO","29",43,34,"US Senate","statewide","gen","FALSE","Jonathan Dine","libertarian","FALSE",165468,2725793,"20171011"
2010,"Missouri","MO","29",43,34,"US Senate","Statewide","gen","FALSE","Roy Blunt","republican","FALSE",1054160,1943899,"20171011"
2016,"Missouri","MO","29",43,34,"US Senate","statewide","gen","FALSE","Jonathan Dine","libertarian","FALSE",67738,2802641,"20171011"
1980,"Missouri","MO","29",43,34,"US Senate","statewide","gen","FALSE","Martha Pettis","socialist workers","FALSE",6707,2066965,"20171011"
2010,"Missouri","MO","29",43,34,"US Senate","Statewide","gen","FALSE","Dale M. Hoinoski","","TRUE",14,1943899,"20171011"
2014,"Mississippi","MS","28",64,46,"US Senate","statewide","gen","FALSE","Travis W. Childers","democrat","FALSE",239439,631858,"20171011"
2012,"Mississippi","MS","28",64,46,"US Senate","statewide","gen","FALSE","Albert N. Gore, Jr.","democrat","FALSE",503467,1241568,"20171011"
2012,"Mississippi","MS","28",64,46,"US Senate","statewide","gen","FALSE","Shawn O'Hara","reform","FALSE",13194,1241568,"20171011"
2000,"Mississippi","MS","28",64,46,"US Senate","statewide","gen","FALSE","Jim Giles","independent","FALSE",9344,994144,"20171011"
1990,"Mississippi","MS","28",64,46,"US Senate","statewide","gen","FALSE","Thad Cochran","republican","FALSE",274244,274244,"20171011"
1978,"Mississippi","MS","28",64,46,"US Senate","statewide","gen","FALSE","Maurice Dantin","democrat","FALSE",187541,590236,"20171011"
1994,"Mississippi","MS","28",64,46,"US Senate","statewide","gen","FALSE","Trent Lott","republican","FALSE",418333,608085,"20171011"
1978,"Mississippi","MS","28",64,46,"US Senate","statewide","gen","FALSE","James Charles Evers","independent","FALSE",133646,590236,"20171011"
1994,"Mississippi","MS","28",64,46,"US Senate","statewide","gen","FALSE","Ken Harper","democrat","FALSE",189752,608085,"20171011"
2000,"Mississippi","MS","28",64,46,"US Senate","statewide","gen","FALSE","Trent Lott","republican","FALSE",654941,994144,"20171011"
1996,"Mississippi","MS","28",64,46,"US Senate","statewide","gen","FALSE","Ted C. Weill","independence","FALSE",13861,878662,"20171011"
2002,"Mississippi","MS","28",64,46,"US Senate","statewide","gen","FALSE","Thad Cochran","republican","FALSE",533269,630495,"20171011"
2008,"Mississippi","MS","28",64,46,"US Senate","statewide","gen","TRUE","Ronnie Musgrove","no party affiliation","FALSE",560064,1243473,"20171011"
1976,"Mississippi","MS","28",64,46,"US Senate","statewide","gen","FALSE","John C. Stennis","democrat","FALSE",554433,554433,"20171011"
1996,"Mississippi","MS","28",64,46,"US Senate","statewide","gen","FALSE","Thad Cochran","republican","FALSE",624154,878662,"20171011"
2008,"Mississippi","MS","28",64,46,"US Senate","statewide","gen","TRUE","Roger F. Wicker","republican","FALSE",683409,1243473,"20171011"
2000,"Mississippi","MS","28",64,46,"US Senate","statewide","gen","FALSE","Shawn O'Hara","reform","FALSE",7315,994144,"20171011"
2008,"Mississippi","MS","28",64,46,"US Senate","statewide","gen","FALSE","Thad Cochran","republican","FALSE",766111,1247026,"20171011"
2006,"Mississippi","MS","28",64,46,"US Senate","statewide","gen","FALSE","Harold M. Taylor","libertarian","FALSE",9522,610921,"20171011"
2012,"Mississippi","MS","28",64,46,"US Senate","statewide","gen","FALSE","Roger F. Wicker","republican","FALSE",709626,1241568,"20171011"
1988,"Mississippi","MS","28",64,46,"US Senate","statewide","gen","FALSE","Trent Lott","republican","FALSE",510380,946719,"20171011"
2002,"Mississippi","MS","28",64,46,"US Senate","statewide","gen","FALSE","Shawn O'Hara","reform","FALSE",97226,630495,"20171011"
2006,"Mississippi","MS","28",64,46,"US Senate","statewide","gen","FALSE","Trent Lott","republican","FALSE",388399,610921,"20171011"
2012,"Mississippi","MS","28",64,46,"US Senate","statewide","gen","FALSE","Thomas Cramer","constitution","FALSE",15281,1241568,"20171011"
2014,"Mississippi","MS","28",64,46,"US Senate","statewide","gen","FALSE","Shawn O'Hara","reform","FALSE",13938,631858,"20171011"
2014,"Mississippi","MS","28",64,46,"US Senate","statewide","gen","FALSE","Thad Cochran","republican","FALSE",378481,631858,"20171011"
2006,"Mississippi","MS","28",64,46,"US Senate","statewide","gen","FALSE","Erik R. Fleming","democrat","FALSE",213000,610921,"20171011"
1978,"Mississippi","MS","28",64,46,"US Senate","statewide","gen","FALSE","Henry Jay Kirksey","independent","FALSE",1747,590236,"20171011"
1978,"Mississippi","MS","28",64,46,"US Senate","statewide","gen","FALSE","Thad Cochran","republican","FALSE",267302,590236,"20171011"
2000,"Mississippi","MS","28",64,46,"US Senate","statewide","gen","FALSE","Troy D. Brown, Sr.","democrat","FALSE",314090,994144,"20171011"
2008,"Mississippi","MS","28",64,46,"US Senate","statewide","gen","FALSE","Erik Fleming","democrat","FALSE",480915,1247026,"20171011"
1984,"Mississippi","MS","28",64,46,"US Senate","statewide","gen","FALSE","William F. Winter","democrat","FALSE",371926,952240,"20171011"
1996,"Mississippi","MS","28",64,46,"US Senate","statewide","gen","FALSE","James W. (Bootie) Hunt","democrat","FALSE",240647,878662,"20171011"
1984,"Mississippi","MS","28",64,46,"US Senate","statewide","gen","FALSE","Thad Cochran","republican","FALSE",580314,952240,"20171011"
2000,"Mississippi","MS","28",64,46,"US Senate","statewide","gen","FALSE","Lewis Napper","libertarian","FALSE",8454,994144,"20171011"
1982,"Mississippi","MS","28",64,46,"US Senate","statewide","gen","FALSE","John C. Stennis","democrat","FALSE",414099,645026,"20171011"
1988,"Mississippi","MS","28",64,46,"US Senate","statewide","gen","FALSE","Wayne Dowdy","democrat","FALSE",436339,946719,"20171011"
1982,"Mississippi","MS","28",64,46,"US Senate","statewide","gen","FALSE","Haley Barbour","republican","FALSE",230927,645026,"20171011"
2002,"Montana","MT","30",81,64,"US Senate","statewide","gen","FALSE","Max Baucus","democrat","FALSE",204853,326537,"20171011"
2006,"Montana","MT","30",81,64,"US Senate","statewide","gen","FALSE","Conrad Burns","republican","FALSE",196283,406505,"20171011"
1984,"Montana","MT","30",81,64,"US Senate","statewide","gen","FALSE","Neil Halprin","libertarian","FALSE",9143,379155,"20171011"
1988,"Montana","MT","30",81,64,"US Senate","statewide","gen","FALSE","Conrad Burns","republican","FALSE",189445,365254,"20171011"
1988,"Montana","MT","30",81,64,"US Senate","statewide","gen","FALSE","John Melcher","democrat","FALSE",175809,365254,"20171011"
1976,"Montana","MT","30",81,64,"US Senate","statewide","gen","FALSE","Stanley C. Burger","republican","FALSE",115213,321445,"20171011"
1982,"Montana","MT","30",81,64,"US Senate","statewide","gen","FALSE","Larry Williams","republican","FALSE",133789,321062,"20171011"
1978,"Montana","MT","30",81,64,"US Senate","statewide","gen","FALSE","Max Baucus","democrat","FALSE",160353,287942,"20171011"
2006,"Montana","MT","30",81,64,"US Senate","statewide","gen","FALSE","Stan Jones","libertarian","FALSE",10377,406505,"20171011"
2008,"Montana","MT","30",81,64,"US Senate","statewide","gen","FALSE","Bob Kelleher","republican","FALSE",129369,477658,"20171011"
1984,"Montana","MT","30",81,64,"US Senate","statewide","gen","FALSE","Max Baucus","democrat","FALSE",215704,379155,"20171011"
2000,"Montana","MT","30",81,64,"US Senate","statewide","gen","FALSE","Gary Lee","reform","FALSE",9089,411601,"20171011"
2012,"Montana","MT","30",81,64,"US Senate","statewide","gen","FALSE","Dan Cox","libertarian","FALSE",31892,486066,"20171011"
1996,"Montana","MT","30",81,64,"US Senate","statewide","gen","FALSE","Dennis Rehberg","republican","FALSE",182111,407490,"20171011"
1990,"Montana","MT","30",81,64,"US Senate","statewide","gen","FALSE","Max Baucus","democrat","FALSE",217563,319336,"20171011"
1978,"Montana","MT","30",81,64,"US Senate","statewide","gen","FALSE","Larry Williams","republican","FALSE",127589,287942,"20171011"
1976,"Montana","MT","30",81,64,"US Senate","statewide","gen","FALSE","John Melcher","democrat","FALSE",206232,321445,"20171011"
2014,"Montana","MT","30",81,64,"US Senate","statewide","gen","FALSE","Steve Daines","republican","FALSE",213709,369826,"20171011"
2002,"Montana","MT","30",81,64,"US Senate","statewide","gen","FALSE","Stan Jones","libertarian","FALSE",10420,326537,"20171011"
1990,"Montana","MT","30",81,64,"US Senate","statewide","gen","FALSE","Allen C. Kolstad","republican","FALSE",93836,319336,"20171011"
1984,"Montana","MT","30",81,64,"US Senate","statewide","gen","FALSE","Chuck Cozzens","republican","FALSE",154308,379155,"20171011"
2014,"Montana","MT","30",81,64,"US Senate","statewide","gen","FALSE","Roger Roots","libertarian","FALSE",7933,369826,"20171011"
1996,"Montana","MT","30",81,64,"US Senate","statewide","gen","FALSE","Stephen Heaton","natural law","FALSE",4168,407490,"20171011"
2000,"Montana","MT","30",81,64,"US Senate","statewide","gen","FALSE","Brian Schweitzer","democrat","FALSE",194430,411601,"20171011"
2002,"Montana","MT","30",81,64,"US Senate","statewide","gen","FALSE","Mike Taylor","republican","FALSE",103611,326537,"20171011"
2002,"Montana","MT","30",81,64,"US Senate","statewide","gen","FALSE","Bob Kelleher","green","FALSE",7653,326537,"20171011"
2006,"Montana","MT","30",81,64,"US Senate","statewide","gen","FALSE","Jon Tester","democrat","FALSE",199845,406505,"20171011"
2000,"Montana","MT","30",81,64,"US Senate","statewide","gen","FALSE","Conrad Burns","republican","FALSE",208082,411601,"20171011"
1994,"Montana","MT","30",81,64,"US Senate","statewide","gen","FALSE","Jack Mudd","democrat","FALSE",131845,350387,"20171011"
1982,"Montana","MT","30",81,64,"US Senate","statewide","gen","FALSE","John Melcher","democrat","FALSE",174861,321062,"20171011"
1990,"Montana","MT","30",81,64,"US Senate","statewide","gen","FALSE","Westley F. Deitchler","libertarian","FALSE",7937,319336,"20171011"
1994,"Montana","MT","30",81,64,"US Senate","statewide","gen","FALSE","Conrad R. Burns","republican","FALSE",218542,350387,"20171011"
1996,"Montana","MT","30",81,64,"US Senate","statewide","gen","FALSE","Max Baucus","democrat","FALSE",201935,407490,"20171011"
2012,"Montana","MT","30",81,64,"US Senate","statewide","gen","FALSE","Jon Tester","democrat","FALSE",236123,486066,"20171011"
1982,"Montana","MT","30",81,64,"US Senate","statewide","gen","FALSE","Larry Dodge","libertarian","FALSE",12412,321062,"20171011"
2014,"Montana","MT","30",81,64,"US Senate","statewide","gen","FALSE","Amanda Curtis","democrat","FALSE",148184,369826,"20171011"
1996,"Montana","MT","30",81,64,"US Senate","statewide","gen","FALSE","Becky Shaw","reform","FALSE",19276,407490,"20171011"
2012,"Montana","MT","30",81,64,"US Senate","statewide","gen","FALSE","Denny Rehberg","republican","FALSE",218051,486066,"20171011"
2008,"Montana","MT","30",81,64,"US Senate","statewide","gen","FALSE","Max Baucus","democrat","FALSE",348289,477658,"20171011"
2004,"North Carolina","NC","37",56,47,"US Senate","Statewide","gen","FALSE","Erskine Bowles","democrat","FALSE",1632527,3472082,"20171011"
2002,"North Carolina","NC","37",56,47,"US Senate","statewide","gen","FALSE","Sean Haugh","libertarian","FALSE",33807,2331181,"20171011"
2014,"North Carolina","NC","37",56,47,"US Senate","statewide","gen","FALSE","Kay R. Hagan","democrat","FALSE",1377651,2915281,"20171011"
1998,"North Carolina","NC","37",56,47,"US Senate","Statewide","gen","FALSE","Barbara Howe","libertarian","FALSE",36963,2012143,"20171011"
1980,"North Carolina","NC","37",56,47,"US Senate","statewide","gen","FALSE","F. W. (Rick) Pasotto","libertarian","FALSE",7602,1797665,"20171011"
1986,"North Carolina","NC","37",56,47,"US Senate","statewide","gen","TRUE","Terry Sanford","democrat","FALSE",780967,1534848,"20171011"
2008,"North Carolina","NC","37",56,47,"US Senate","statewide","gen","FALSE","","","TRUE",1719,4271970,"20171011"
1986,"North Carolina","NC","37",56,47,"US Senate","statewide","gen","TRUE","James T. (Jim) Broyhill","republican","FALSE",753881,1534848,"20171011"
1996,"North Carolina","NC","37",56,47,"US Senate","statewide","gen","FALSE","","","TRUE",143,2556456,"20171011"
1992,"North Carolina","NC","37",56,47,"US Senate","Statewide","gen","FALSE","Bobby Yates Emory","libertarian","FALSE",85948,2577891,"20171011"
1996,"North Carolina","NC","37",56,47,"US Senate","statewide","gen","FALSE","Jesse Helms","republican","FALSE",1345833,2556456,"20171011"
1980,"North Carolina","NC","37",56,47,"US Senate","statewide","gen","FALSE","Robert Morgan","democrat","FALSE",887653,1797665,"20171011"
1998,"North Carolina","NC","37",56,47,"US Senate","Statewide","gen","FALSE","Lauch Faircloth","republican","FALSE",945943,2012143,"20171011"
2014,"North Carolina","NC","37",56,47,"US Senate","statewide","gen","FALSE","David Waddell","","TRUE",201,2915281,"20171011"
1990,"North Carolina","NC","37",56,47,"US Senate","statewide","gen","FALSE","Rich Stuart","","TRUE",681,2069585,"20171011"
2008,"North Carolina","NC","37",56,47,"US Senate","statewide","gen","FALSE","Kay Hagan","democrat","FALSE",2249311,4271970,"20171011"
2002,"North Carolina","NC","37",56,47,"US Senate","statewide","gen","FALSE","Paul G. DeLaney","","TRUE",727,2331181,"20171011"
1978,"North Carolina","NC","37",56,47,"US Senate","statewide","gen","FALSE","Jesse Helms","republican","FALSE",619151,1135814,"20171011"
1996,"North Carolina","NC","37",56,47,"US Senate","statewide","gen","FALSE","J. Victor Pardo","natural law","FALSE",11209,2556456,"20171011"
1996,"North Carolina","NC","37",56,47,"US Senate","statewide","gen","FALSE","Harvey B. Gantt","democrat","FALSE",1173875,2556456,"20171011"
1978,"North Carolina","NC","37",56,47,"US Senate","statewide","gen","FALSE","John Randolph Ingram","democrat","FALSE",516663,1135814,"20171011"
2008,"North Carolina","NC","37",56,47,"US Senate","statewide","gen","FALSE","Christopher Cole","libertarian","FALSE",133430,4271970,"20171011"
2004,"North Carolina","NC","37",56,47,"US Senate","Statewide","gen","FALSE","Walker F. Rucker","","TRUE",362,3472082,"20171011"
1990,"North Carolina","NC","37",56,47,"US Senate","statewide","gen","FALSE","Harvey B. Gantt","democrat","FALSE",981573,2069585,"20171011"
2010,"North Carolina","NC","37",56,47,"US Senate","Statewide","gen","FALSE","Elaine Marshall","democrat","FALSE",1145074,2660079,"20171011"
1996,"North Carolina","NC","37",56,47,"US Senate","statewide","gen","FALSE","Ray Ubinger","libertarian","FALSE",25396,2556456,"20171011"
1984,"North Carolina","NC","37",56,47,"US Senate","statewide","gen","FALSE","Jesse Helms","republican","FALSE",1156768,2239051,"20171011"
1992,"North Carolina","NC","37",56,47,"US Senate","Statewide","gen","FALSE","Bruce Kimball","socialist workers","FALSE",23,2577891,"20171011"
2016,"North Carolina","NC","37",56,47,"US Senate","statewide","gen","FALSE","Deborah K. Ross","democrat","FALSE",2128165,4691133,"20171011"
1980,"North Carolina","NC","37",56,47,"US Senate","statewide","gen","FALSE","John P. East","republican","FALSE",898064,1797665,"20171011"
2014,"North Carolina","NC","37",56,47,"US Senate","statewide","gen","FALSE","Thom Tillis","republican","FALSE",1423259,2915281,"20171011"
2014,"North Carolina","NC","37",56,47,"US Senate","statewide","gen","FALSE","Barry Gurney","","TRUE",142,2915281,"20171011"
1992,"North Carolina","NC","37",56,47,"US Senate","Statewide","gen","FALSE","Mary Ann Zakutney","natural law","FALSE",13,2577891,"20171011"
2004,"North Carolina","NC","37",56,47,"US Senate","Statewide","gen","FALSE","Tom Bailey","libertarian","FALSE",47743,3472082,"20171011"
2002,"North Carolina","NC","37",56,47,"US Senate","statewide","gen","FALSE","Erskine B. Bowles","democrat","FALSE",1047983,2331181,"20171011"
2014,"North Carolina","NC","37",56,47,"US Senate","statewide","gen","FALSE","Sean Haugh","libertarian","FALSE",109100,2915281,"20171011"
2004,"North Carolina","NC","37",56,47,"US Senate","Statewide","gen","FALSE","Richard Burr","republican","FALSE",1791450,3472082,"20171011"
